taxid	D	P	C	O	F	G	S	family0	family1	family2	family3	family4	family5	family6	family7	family8	D9
2745692	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Assiduviridae	Nekkelsvirus	Nekkelsvirus Nekkels	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2745699	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Winoviridae	Peternellavirus	Peternellavirus peternella	500	500	500	500	500	500	500	500	500	500
2750264	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Restivirus	Restivirus RSBg	0	0	0	0	0	0	0	0	0	100
2751	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium maltaromaticum	500	400	0	400	0	400	400	400	500	500
2759177	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Valbvirus	Valbvirus ValB1MD2	100	0	0	100	0	100	0	0	0	0
2759393	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Clownvirus	Clownvirus clown	0	0	100	0	0	0	0	0	0	0
2759715	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Rahariannevirus	Rahariannevirus raharianne	0	0	0	0	0	0	0	0	100	0
2762281	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Vilmaviridae	Reyvirus	Reyvirus aziz	300	200	100	200	200	100	200	200	300	100
2767565	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Stanwilliamsviridae	Faustvirus	Faustvirus faust	100	100	100	100	100	100	100	100	100	100
2772059	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Cohcovirus	Cohcovirus hiberniae	100	100	100	0	100	100	100	100	100	100
2772062	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Steigviridae	Mahstovirus	Mahstovirus faecalis	100	100	100	100	100	100	100	100	100	100
2772063	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Besingivirus	Besingivirus coli	100	0	0	100	100	100	100	100	100	100
2772066	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Canhaevirus	Canhaevirus hiberniae	100	100	100	100	100	100	0	100	100	100
2772067	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Intestiviridae	Delmidovirus	Delmidovirus splanchnicus	100	100	200	100	100	100	100	100	200	200
2772079	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Buchavirus	Buchavirus copri	100	100	100	100	100	100	100	100	100	0
2772086	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Burzaovirus	Burzaovirus coli	100	100	100	100	100	100	100	100	100	100
2772088	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Aurodevirus	Aurodevirus intestinalis	100	100	100	100	100	100	100	100	100	100
2772089	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Birpovirus	Birpovirus hiberniae	100	100	100	100	100	0	100	100	100	100
2772092	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Chuhaivirus	Chuhaivirus simiae	100	100	100	100	100	100	100	0	100	100
2772093	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Cacepaovirus	Cacepaovirus simiae	0	100	100	100	100	100	100	100	100	100
2772094	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Buhlduvirus	Buhlduvirus porcinus	100	100	100	100	100	100	100	100	100	100
2773315	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Sicinivirus	Sicinivirus A	0	0	0	0	100	0	0	0	100	0
2779843	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Livupivirus	Livupivirus A	0	0	0	0	0	0	0	0	100	0
2781608	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Kyanoviridae	Serangoonvirus	Serangoonvirus essarone	100	0	0	100	0	0	100	100	0	0
2783540	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Casjensviridae	Kokobelvirus	Kokobelvirus kokobel1	0	0	0	0	100	100	0	0	0	0
2783867	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Ayakvirus	Ayakvirus Ap1	100	0	0	0	0	0	0	0	0	0
2784187	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Lauvirus	Lauvirus lau218	0	100	100	100	0	0	0	0	0	100
2785247	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Affertcholeramvirus	Affertcholeramvirus CTXphi	0	100	100	0	0	100	0	100	100	0
2790336	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Kyanoviridae	Atlauavirus	Atlauavirus tusconc8	0	0	0	0	0	100	0	0	100	100
279281	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Fattrevirus	Fattrevirus AT3	0	0	0	0	0	0	0	100	0	0
2796514	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Casjensviridae	Gediminasvirus	Gediminasvirus AchV4	100	0	0	100	0	100	0	100	100	0
2797303	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Straboviridae	Moonvirus	Moonvirus kayemsixteen	100	100	0	0	0	0	0	100	0	100
280036	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Sporisorium	Sporisorium graminicola	300	200	200	300	300	200	300	200	300	300
2801354	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Chaseviridae	unclassified Chaseviridae genus	Yersinia phage PYps16N	200	100	200	100	100	200	100	100	200	100
2806547	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Schitoviridae	Efbeekayvirus	Efbeekayvirus P184	100	0	100	0	0	0	0	100	100	0
28112	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella forsythia	200	200	400	200	200	200	0	200	200	400
28118	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter splanchnicus	300	300	400	300	400	300	400	300	400	400
28124	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas endodontalis	0	0	0	200	300	0	100	0	200	200
28127	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hoylesella	Hoylesella buccalis	0	100	0	0	0	0	100	0	100	0
2812854	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Schitoviridae	Triduovirus	Triduovirus Tr2	100	100	100	0	0	0	0	0	0	0
28134	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hoylesella	Hoylesella oralis	0	0	0	0	0	0	0	100	0	0
28139	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella	Rikenella microfusus	0	200	200	200	200	0	200	0	200	0
281920	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis	0	0	0	0	0	0	0	0	0	100
28449	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria subflava	300	300	300	300	300	0	400	400	0	400
284592	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces hansenii	100	200	100	100	100	200	100	200	200	200
2847044	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Salasmaviridae	Gaunavirus	Gaunavirus SRT01hs	100	100	100	100	100	0	0	100	0	100
2847057	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Nesevirus	Nesevirus nv2G7b	0	0	0	0	0	0	0	0	0	100
2847058	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Glaedevirus	Glaedevirus gv2H10	0	0	0	0	0	0	100	0	0	0
2847266	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Rohelivirus	Rohelivirus A	0	0	0	100	0	0	0	0	0	0
2847277	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Treisthetapapillomavirus	Treisthetapapillomavirus 1	0	0	0	100	0	0	100	0	0	0
2847823	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Zobellviridae	Veravirus	Veravirus septentrionalis	200	100	100	100	200	100	100	200	200	100
2847999	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Nebovirus	Newbury 1 virus	0	100	0	100	0	0	100	0	0	100
2848036	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Poecivirus	Poecivirus A	0	0	100	0	0	0	0	0	0	0
2848038	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Kakivirus	Kakivirus PS3	0	0	0	0	0	0	100	0	0	0
2848316	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Rhopapillomavirus	Rhopapillomavirus 2	0	0	0	100	0	0	0	0	0	0
2849700	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Drexlerviridae	Hicfunavirus	Hicfunavirus HCF1	0	0	100	100	0	100	100	0	0	0
2862773	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Youngvirus	Youngvirus G1	0	0	0	100	0	0	0	0	0	0
2866684	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Arsenicumvirus	Arsenicumvirus M163	0	0	100	100	0	0	100	100	0	0
2870355	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Pemapivirus	Pemapivirus B	0	0	0	0	100	100	0	0	0	0
2870358	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Gruhelivirus	Gruhelivirus A	0	100	100	100	0	0	0	0	0	0
2870359	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Grusopivirus	Grusopivirus A	0	0	0	0	0	0	100	0	0	0
2870363	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Anativirus	Anativirus aductai	0	0	0	100	0	0	0	0	0	100
2870364	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Potamipivirus	Potamipivirus A	0	0	100	0	100	0	0	0	0	0
2877946	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Schitoviridae	Petruschkyvirus	Petruschkyvirus QDWS595	100	0	100	0	0	0	0	100	0	0
2878006	Viruses	Uroviricota	Caudoviricetes	Thumleimavirales	Hafunaviridae	Laminvirus	Laminvirus HRTV25	500	500	500	500	500	500	500	500	500	500
2878008	Viruses	Uroviricota	Caudoviricetes	Thumleimavirales	Hafunaviridae	Minorvirus	Minorvirus HRTV27	500	500	500	500	500	500	500	500	500	500
2878010	Viruses	Uroviricota	Caudoviricetes	Kirjokansivirales	Haloferuviridae	Dpdavirus	Dpdavirus HRTV29	300	300	400	300	400	400	300	400	400	300
2881401	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Duodecimduovirus	Duodecimduovirus phiE122	0	0	0	0	0	100	0	0	0	0
2885981	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Mementomorivirus	Microbacterium phage Kozie	0	0	0	0	0	0	0	0	100	0
2886925	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Schitoviridae	Enquatrovirus	Enquatrovirus N4	0	100	100	0	0	100	100	100	0	100
2886930	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Sinsheimervirus	Sinsheimervirus phiX174	100	200	200	200	100	100	200	100	100	200
2892342	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Herelleviridae	Mooreparkvirus	Mooreparkvirus Lb3381	100	100	100	0	100	0	0	0	0	0
2893954	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Straboviridae	Gaprivervirus	Gaprivervirus arezed	0	100	100	100	0	0	100	0	0	0
2897707	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Merdimmobilis	Merdimmobilis hominis	100	100	100	0	100	100	100	0	0	100
290314	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	0	0	0	0	0	100	0	0	100	100
2905920	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Delislevirus	Delislevirus P1	0	0	0	0	0	100	0	0	0	0
2905923	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Tiilvirus	Tiilvirus P60	0	0	100	0	0	0	0	0	0	0
2907796	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Zobellviridae	Vipivirus	Vipivirus canadense	200	100	200	100	100	200	200	100	100	200
2907838	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Rountreeviridae	Fischettivirus	Fischettivirus C1	100	200	200	200	100	200	200	200	200	100
2908167	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Herelleviridae	Twortvirus	Twortvirus twort	100	0	0	0	100	100	100	0	0	100
2908744	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Ferozepurvirus	Ferozepurvirus pAEv1810	100	0	0	0	0	0	0	0	0	0
2911430	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Irtavirus	Irtavirus F108	0	0	0	100	0	0	0	0	100	100
291175	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	0	100	100	0	0	0	0	0	0	0
2913974	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Bielevirus	Bielevirus phiO18P	0	0	0	0	0	0	0	100	100	0
2914005	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Wumptrevirus	Wumptrevirus WMP3	0	0	100	0	0	0	0	0	0	0
2914024	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Tresduoquattuorvirus	Tresduoquattuorvirus YenM324	0	0	0	0	0	0	100	0	0	0
2914028	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Graikaemvirus	Graikaemvirus YenM324	0	0	0	0	0	0	0	0	100	0
2914029	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Schitoviridae	Cavevirus	Cavevirus C121	0	100	100	0	0	0	100	0	100	0
2914443	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Stanwilliamsviridae	Tomasvirus	Tomasvirus tomas	100	100	100	100	100	100	100	100	100	100
291590	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Sigmapapillomavirus	Sigmapapillomavirus 1	0	100	100	0	0	0	0	0	0	0
2918920	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Duonihilunusvirus	Duonihilunusvirus YenM06162	0	0	100	0	100	0	0	0	0	0
2918926	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Firavirus	Firavirus YenM4218	100	0	0	100	100	0	0	100	0	0
2920374	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Zhangjivirus	Zhangjivirus PJN02	0	0	0	0	0	0	0	0	100	0
2920887	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Microwolfvirus	Microwolfvirus wonder	0	0	0	0	0	100	0	0	0	0
292443	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Capistrivirus	Capistrivirus KSF1	0	0	0	100	100	0	0	0	0	100
2924884	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Guelinviridae	Hzauvirus	Hzauvirus LPCPA6	200	200	200	300	200	200	200	200	200	200
2928691	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Coriovirus	Coriovirus Cf1c	0	0	0	0	0	100	100	0	100	0
2928692	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Foturvirus	Foturvirus H44	0	0	0	0	0	0	0	0	0	100
2928746	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Spiromicrovirus	Spiromicrovirus SpV4	100	100	100	100	100	100	100	100	100	100
2932882	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Hpunavirus	Hpunavirus HP2	0	0	100	0	0	0	0	0	0	100
2939127	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Mesyanzhinovviridae	unclassified Mesyanzhinovviridae genus	Xanthomonas phage Elanor	100	100	200	100	200	100	100	100	100	100
294746	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	Meyerozyma guilliermondii	100	100	100	100	100	100	200	100	100	100
2955582	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Intestiviridae	Carjivirus	Carjivirus communis	200	200	100	200	200	100	200	200	100	100
2986394	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Crevaviridae	Junduvirus	Junduvirus communis	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
2986400	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Intestiviridae	Dabirmavirus	Dabirmavirus hominis	100	200	200	100	100	200	100	200	200	200
2986403	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Intestiviridae	Drivevirus	Drivevirus gastrointestinalis	100	100	100	100	200	100	100	100	100	100
2986412	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Culoivirus	Culoivirus faecalis	100	100	100	100	0	100	100	100	0	100
2989853	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Intestiviridae	Wotdevirus	Wotdevirus murinus	200	100	200	200	100	100	200	200	100	200
2989854	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Intestiviridae	Whopevirus	Whopevirus animalis	100	200	100	200	100	200	200	100	200	100
2991282	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Ackermannviridae	Taipeivirus	Taipeivirus 0507KN21	200	200	200	200	200	200	200	200	200	200
2991867	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Aresaunavirus	Aresaunavirus RsoM1USA	100	0	0	0	0	100	0	0	100	0
2992576	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Bracchivirus	Bracchivirus U2F1	0	0	0	0	0	100	0	0	0	100
2994042	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Salasmaviridae	Beecentumtrevirus	Beecentumtrevirus B103	100	100	0	100	100	100	100	100	100	0
304207	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Schleiferilactobacillus	Schleiferilactobacillus harbinensis	0	100	100	100	0	100	100	0	100	100
3070170	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Verdandiviridae	Dolusvirus	Dolusvirus shimokitaense	500	500	500	500	500	500	500	500	500	500
3070171	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Verdandiviridae	Tonitrusvirus	Tonitrusvirus shimokitaense	500	500	500	500	500	500	500	500	500	500
3070616	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Ericdabvirus	Ericdabvirus ericdab	0	0	100	0	0	0	0	0	0	0
3070820	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Zhangqianvirus	Zhangqianvirus IME1354	0	0	0	100	0	0	0	0	0	0
3126011	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Kyanoviridae	Namakavirus	Namakavirus smbcm6	0	100	0	0	0	0	100	100	0	0
316089	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	uncultured Granulicatella sp.	200	200	200	200	300	300	200	400	300	300
31771	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Alloherpesviridae	Salmovirus	Salmovirus salmonidallo2	100	200	100	200	100	200	100	200	200	200
318279	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Deltaretrovirus	Human T-lymphotropic virus 4	400	500	500	500	400	400	400	400	400	500
31971	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Amedibacillus	Amedibacillus dolichus	100	100	100	100	100	0	0	0	100	100
322095	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas somerae	0	0	0	0	0	0	0	0	100	200
322855	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Alachuavirus	Alachuavirus Xp15	0	0	0	0	0	100	0	0	0	0
33010	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium avidum	0	300	0	0	300	0	300	0	0	0
33012	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Propionimicrobium	Propionimicrobium lymphophilum	300	300	200	200	200	300	200	0	0	200
33025	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	200	200	300	400	400	200	400	300	400	200
33033	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra	100	100	100	100	0	200	200	200	200	200
331642	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Nebovirus	Newbury 1 virus	100	0	100	0	100	100	0	100	100	0
333920	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Zetapapillomavirus	Zetapapillomavirus 1	0	0	0	100	0	0	0	100	0	0
334856	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Staminivirus	Staminivirus SMA9	100	0	0	0	0	0	0	0	0	0
336963	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Uncinocarpus	Uncinocarpus reesii	500	500	500	500	500	500	500	500	500	500
338108	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Gequatrovirus	Gequatrovirus ID52	0	0	0	0	100	200	100	100	200	100
339860	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera stadtmanae	0	300	0	0	0	0	0	300	0	0
341220	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Lactonifactor	Lactonifactor longoviformis	200	200	300	200	200	200	200	300	200	300
347327	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Zobellviridae	Paundecimvirus	Paundecimvirus PA11	100	200	100	100	100	100	100	200	100	100
347515	Eukaryota	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Leishmania	Leishmania major	300	300	400	300	300	300	300	300	400	400
35833	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila wadsworthia	200	200	300	300	200	200	300	400	300	200
35841	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Caldibacillus	Caldibacillus thermoamylovorans	100	200	100	200	100	100	100	100	100	100
36914	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Lodderomyces	Lodderomyces elongisporus	200	200	200	100	200	100	200	100	100	100
373384	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella flexneri	0	0	0	0	100	0	0	0	0	0
373415	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Vilmaviridae	Wildcatvirus	Mycobacterium virus Wildcat	100	100	100	400	200	200	300	200	200	100
382262	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Lingvirus	Lingvirus PGSP1	0	0	0	0	0	0	0	100	0	0
39483	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	Faecalitalea cylindroides	0	100	0	100	100	100	100	0	100	100
39485	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira eligens	100	0	0	100	0	100	0	0	0	0
39488	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum hallii	0	100	0	0	0	100	100	0	100	0
39491	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter rectalis	0	0	0	0	100	100	100	0	100	0
395631	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Phytobacter	Phytobacter diazotrophicus	0	100	0	0	100	0	100	0	0	0
397865	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella viscericola	0	0	0	0	0	200	200	200	200	200
40302	Eukaryota	Microsporidia	unclassified Microsporidia class	unclassified Microsporidia order	Nosematidae	Vairimorpha	Vairimorpha ceranae	500	500	500	500	500	500	500	500	500	500
411464	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio piger	0	0	300	0	0	0	0	0	0	0
411465	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra	0	0	0	0	200	0	0	0	0	0
411467	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Pseudoflavonifractor	Pseudoflavonifractor capillosus	0	0	0	0	0	0	0	0	0	100
411471	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Subdoligranulum	Subdoligranulum variabile	0	0	0	0	0	0	100	0	100	0
41434	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella flexneri	0	0	0	0	0	0	0	0	0	100
419015	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Alloscardovia	Alloscardovia omnicolens	300	200	0	300	300	300	200	300	300	0
420247	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	300	0	0	0	0	0	0	0	0	0
42260	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygotorulaspora	Zygotorulaspora mrakii	200	100	100	200	100	100	100	100	200	100
428127	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Amedibacillus	Amedibacillus dolichus	0	0	0	0	0	0	100	0	0	0
44415	Eukaryota	Apicomplexa	Conoidasida	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria mitis	500	500	500	500	500	500	500	500	500	500
444875	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Tangaroavirus	Tangaroavirus tv951510a	0	0	0	0	0	0	0	0	100	0
445217	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyoetapapillomavirus	Dyoetapapillomavirus 1	0	0	0	0	0	0	100	0	0	0
