taxid	D	P	C	O	F	G	S	5reads-tr_0	5reads-tr_1	5reads-tr_2	5reads-tr_3	5reads-tr_4	5reads-tr_5	5reads-tr_6	5reads-tr_7	5reads-tr_8	5reads-tr_9	10reads-tr_0	10reads-tr_1	10reads-tr_2	10reads-tr_3	10reads-tr_4	10reads-tr_5	10reads-tr_6	10reads-tr_7	10reads-tr_8	10reads-tr_9	100reads-tr_0	100reads-tr_1	100reads-tr_2	100reads-tr_3	100reads-tr_4	100reads-tr_5	100reads-tr_6	100reads-tr_7	100reads-tr_8	100reads-tr_9
687364	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Alphatorquevirus cerco7	10	5	10	0	15	10	5	15	5	5	20	10	20	0	30	20	10	30	10	10	200	100	200	0	300	200	100	300	100	100
687365	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Alphatorquevirus cerco6	15	5	10	0	10	5	5	5	15	10	30	10	20	0	20	10	10	10	30	20	300	100	200	0	200	100	100	100	300	200
687366	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 27	0	5	5	15	10	10	15	0	15	5	0	10	10	30	20	20	30	0	30	10	0	100	100	300	200	200	300	0	300	100
687367	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 28	5	15	10	10	5	15	15	10	15	5	10	30	20	20	10	30	30	20	30	10	100	300	200	200	100	300	300	200	300	100
687368	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Alphatorquevirus homin29	15	15	10	5	10	10	15	10	5	5	30	30	20	10	20	20	30	20	10	10	300	300	200	100	200	200	300	200	100	100
687369	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Betatorquevirus homini1	10	5	10	10	15	10	10	5	5	10	20	10	20	20	30	20	20	10	10	20	200	100	200	200	300	200	200	100	100	200
687370	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Betatorquevirus homini2	5	5	5	5	15	5	10	10	0	15	10	10	10	10	30	10	20	20	0	30	100	100	100	100	300	100	200	200	0	300
687371	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Betatorquevirus homini3	10	10	10	0	5	10	5	15	10	5	20	20	20	0	10	20	10	30	20	10	200	200	200	0	100	200	100	300	200	100
687372	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Betatorquevirus homini4	10	10	0	5	5	5	10	10	5	10	20	20	0	10	10	10	20	20	10	20	200	200	0	100	100	100	200	200	100	200
687373	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Betatorquevirus homini5	15	10	10	0	10	5	10	15	10	10	30	20	20	0	20	10	20	30	20	20	300	200	200	0	200	100	200	300	200	200
687374	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Betatorquevirus homini6	5	15	10	5	5	10	15	10	15	10	10	30	20	10	10	20	30	20	30	20	100	300	200	100	100	200	300	200	300	200
687375	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Betatorquevirus homini7	10	0	10	10	5	5	5	10	10	10	20	0	20	20	10	10	10	20	20	20	200	0	200	200	100	100	100	200	200	200
687376	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Betatorquevirus homini8	0	5	5	10	10	10	5	5	10	5	0	10	10	20	20	20	10	10	20	10	0	100	100	200	200	200	100	100	200	100
687377	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Betatorquevirus homini9	10	15	5	10	10	0	5	5	5	10	20	30	10	20	20	0	10	10	10	20	200	300	100	200	200	0	100	100	100	200
687379	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Gammatorquevirus	Gammatorquevirus homidi1	15	5	20	10	20	20	5	10	5	15	30	10	40	20	40	40	10	20	10	30	300	100	400	200	400	400	100	200	100	300
687380	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Gammatorquevirus	Gammatorquevirus homidi2	10	15	10	0	10	10	10	15	15	5	20	30	20	0	20	20	20	30	30	10	200	300	200	0	200	200	200	300	300	100
687381	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Deltatorquevirus	Deltatorquevirus tupai1	10	5	5	10	10	10	10	0	10	10	20	10	10	20	20	20	20	0	20	20	200	100	100	200	200	200	200	0	200	200
687382	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Epsilontorquevirus	Epsilontorquevirus calli1	15	15	10	5	15	20	5	10	10	10	30	30	20	10	30	40	10	20	20	20	300	300	200	100	300	400	100	200	200	200
687383	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Zetatorquevirus	Zetatorquevirus aotid1	10	5	5	15	15	5	5	10	5	10	20	10	10	30	30	10	10	20	10	20	200	100	100	300	300	100	100	200	100	200
687384	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Etatorquevirus	Etatorquevirus felid1	15	15	10	0	15	10	10	10	10	5	30	30	20	0	30	20	20	20	20	10	300	300	200	0	300	200	200	200	200	100
687385	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Thetatorquevirus	Thetatorquevirus canid1	10	5	5	15	15	10	10	10	15	10	20	10	10	30	30	20	20	20	30	20	200	100	100	300	300	200	200	200	300	200
687386	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Iotatorquevirus	Iotatorquevirus suida1a	15	5	10	5	10	15	0	10	0	10	30	10	20	10	20	30	0	20	0	20	300	100	200	100	200	300	0	200	0	200
687387	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Iotatorquevirus	Torque teno sus virus 1b	5	10	5	10	15	10	15	5	5	15	10	20	10	20	30	20	30	10	10	30	100	200	100	200	300	200	300	100	100	300
68766	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp.	35	55	10	25	15	25	25	10	40	20	70	110	20	50	30	50	50	20	80	40	700	1100	200	500	300	500	500	200	800	400
68887	Viruses	unclassified-Viruses-phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus	0	15	15	0	5	0	15	10	0	0	0	30	30	0	10	0	30	20	0	0	0	300	300	0	100	0	300	200	0	0
68892	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus infantis	0	0	0	0	5	10	0	0	0	0	0	0	0	0	10	20	0	0	0	0	0	0	0	0	100	200	0	0	0	0
689414	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Affertcholeramvirus	Affertcholeramvirus preCTX1	15	25	20	25	15	20	5	25	10	10	30	50	40	50	30	40	10	50	20	20	300	500	400	500	300	400	100	500	200	200
690259	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum siamense	5	5	0	5	20	10	5	15	5	5	10	10	0	10	40	20	10	30	10	10	100	100	0	100	400	200	100	300	100	100
690307	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus aculeatus	5	10	5	10	0	10	5	5	0	5	10	20	10	20	0	20	10	10	0	10	100	200	100	200	0	200	100	100	0	100
691318	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Friunavirus	Friunavirus AB1	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
691966	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Rhodococcus phage ReqiDocB7	0	0	0	5	0	0	0	5	0	0	0	0	0	10	0	0	0	10	0	0	0	0	0	100	0	0	0	100	0	0
69218	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cancerogenus	20	10	15	5	15	5	5	5	5	10	40	20	30	10	30	10	10	10	10	20	400	200	300	100	300	100	100	100	100	200
69220	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia	Lelliottia nimipressuralis	5	5	0	0	0	0	5	0	0	5	10	10	0	0	0	0	10	0	0	10	100	100	0	0	0	0	100	0	0	100
693582	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Tunggulvirus	Tunggulvirus f2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0
695850	Eukaryota	Oomycota	unclassified Oomycota class	Saprolegniales	Saprolegniaceae	Saprolegnia	Saprolegnia parasitica	95	115	125	135	145	110	100	105	115	130	190	230	250	270	290	220	200	210	230	260	1900	2300	2500	2700	2900	2200	2000	2100	2300	2600
69781	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium oxalicum	10	10	5	0	20	0	0	15	5	5	20	20	10	0	40	0	0	30	10	10	200	200	100	0	400	0	0	300	100	100
698486	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Kagunavirus	Kagunavirus K1G	0	0	0	0	5	0	0	0	5	0	0	0	0	0	10	0	0	0	10	0	0	0	0	0	100	0	0	0	100	0
698737	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus lugdunensis	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
698951	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella vaginalis	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0
698952	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella vaginalis	0	0	0	5	0	15	0	0	0	0	0	0	0	10	0	30	0	0	0	0	0	0	0	100	0	300	0	0	0	0
698955	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella vaginalis	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0
700512	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Vibrio phage SIO-2	5	0	0	5	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	100	0	0	100	0	0	0	0	0	0
701456	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Fromanvirus	Fromanvirus skipole	0	0	0	0	5	5	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	100	100	0	0	0	0
70203	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Fibrovirus	Fibrovirus fs1	20	0	0	0	0	0	0	15	0	30	40	0	0	0	0	0	0	30	0	60	400	0	0	0	0	0	0	300	0	600
702736	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Scutavirus	Scutavirus chelonidalpha5	0	0	0	5	0	0	20	25	30	0	0	0	0	10	0	0	40	50	60	0	0	0	0	100	0	0	400	500	600	0
703	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Plesiomonas	Plesiomonas shigelloides	25	0	5	15	10	0	15	0	0	5	50	0	10	30	20	0	30	0	0	10	500	0	100	300	200	0	300	0	0	100
70564	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Scutavirus	Scutavirus chelonidalpha5	10	5	10	0	0	5	0	0	0	0	20	10	20	0	0	10	0	0	0	0	200	100	200	0	0	100	0	0	0	0
706434	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera micronuciformis	5	0	0	0	0	0	5	0	0	0	10	0	0	0	0	0	10	0	0	0	100	0	0	0	0	0	100	0	0	0
706525	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Omikronpapillomavirus	Omikronpapillomavirus 1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200	0
706526	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Upsilonpapillomavirus	Upsilonpapillomavirus 3	5	10	5	5	5	0	0	10	5	10	10	20	10	10	10	0	0	20	10	20	100	200	100	100	100	0	0	200	100	200
706527	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyopipapillomavirus	Dyopipapillomavirus 1	15	5	0	0	5	0	0	15	5	10	30	10	0	0	10	0	0	30	10	20	300	100	0	0	100	0	0	300	100	200
712633	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. oral taxon 431	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0
71452	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus raffinosus	15	5	0	5	0	5	0	0	10	5	30	10	0	10	0	10	0	0	20	10	300	100	0	100	0	100	0	0	200	100
717959	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes shahii	5	5	0	0	0	10	0	0	5	0	10	10	0	0	0	20	0	0	10	0	100	100	0	0	0	200	0	0	100	0
71804	Eukaryota	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	Trypanosoma grayi	110	60	90	70	95	80	60	65	120	90	220	120	180	140	190	160	120	130	240	180	2200	1200	1800	1400	1900	1600	1200	1300	2400	1800
72557	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter ruhlandii	0	0	5	5	10	0	5	0	5	0	0	0	10	10	20	0	10	0	10	0	0	0	100	100	200	0	100	0	100	0
726	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus haemolyticus	10	10	5	5	10	15	5	0	15	10	20	20	10	10	20	30	10	0	30	20	200	200	100	100	200	300	100	0	300	200
729	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae	15	15	5	0	5	5	0	0	10	10	30	30	10	0	10	10	0	0	20	20	300	300	100	0	100	100	0	0	200	200
73098	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	Kluyvera georgiana	25	10	25	5	50	15	25	30	35	30	50	20	50	10	100	30	50	60	70	60	500	200	500	100	1000	300	500	600	700	600
732	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter aphrophilus	10	10	0	0	5	0	0	15	5	10	20	20	0	0	10	0	0	30	10	20	200	200	0	0	100	0	0	300	100	200
735	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parahaemolyticus	0	5	0	0	5	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	100	0	0	100	0	0	0	0	0
736	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus paraphrohaemolyticus	10	0	0	10	0	5	0	5	5	0	20	0	0	20	0	10	0	10	10	0	200	0	0	200	0	100	0	100	100	0
739	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter segnis	10	10	5	0	5	0	0	0	0	0	20	20	10	0	10	0	0	0	0	0	200	200	100	0	100	0	0	0	0	0
742725	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes indistinctus	0	0	5	0	5	0	0	0	10	5	0	0	10	0	10	0	0	0	20	10	0	0	100	0	100	0	0	0	200	100
742726	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	600
742727	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides oleiciplenus	0	0	20	0	0	15	10	0	30	0	0	0	40	0	0	30	20	0	60	0	0	0	400	0	0	300	200	0	600	0
742742	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella tanakaei	0	15	0	0	0	0	0	0	5	0	0	30	0	0	0	0	0	0	10	0	0	300	0	0	0	0	0	0	100	0
742767	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas mossii	5	10	10	10	5	0	5	15	0	10	10	20	20	20	10	0	10	30	0	20	100	200	200	200	100	0	100	300	0	200
742817	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter laneus	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0
742818	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Slackia piriformis	0	0	35	25	0	0	0	5	0	10	0	0	70	50	0	0	0	10	0	20	0	0	700	500	0	0	0	100	0	200
742821	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella wadsworthensis	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0
743571	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Jalkavirus	Jalkavirus S08C159	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
743813	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Pakpunavirus	Pakpunavirus PAKP1	0	0	0	5	5	0	5	0	0	0	0	0	0	10	10	0	10	0	0	0	0	0	0	100	100	0	100	0	0	0
74426	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens	10	10	5	5	15	5	10	10	10	5	20	20	10	10	30	10	20	20	20	10	200	200	100	100	300	100	200	200	200	100
745368	Bacteria	Bacillota	Clostridia	Eubacteriales	unclassified Eubacteriales family	Gemmiger	Gemmiger formicilis	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
746832	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 12	10	5	0	5	0	0	0	0	10	10	20	10	0	10	0	0	0	0	20	20	200	100	0	100	0	0	0	0	200	200
747375	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	uncultured Solobacterium sp.	0	0	0	5	0	0	0	0	0	5	0	0	0	10	0	0	0	0	0	10	0	0	0	100	0	0	0	0	0	100
747525	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	Heterobasidion	Heterobasidion irregulare	40	40	45	35	55	50	40	50	45	45	80	80	90	70	110	100	80	100	90	90	800	800	900	700	1100	1000	800	1000	900	900
747676	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora	Melampsora laricis-populina	45	35	65	55	45	50	60	65	50	50	90	70	130	110	90	100	120	130	100	100	900	700	1300	1100	900	1000	1200	1300	1000	1000
749413	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Deep-sea thermophilic phage D6E	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
749447	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Pbunavirus	Pseudomonas virus JG024	0	0	5	0	5	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	100	0	100	0	0	0	0	0
754043	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Sulfitobacter phage pCB2047-C	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0
754058	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Vibrio phage PWH3a-P1	0	5	0	5	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	100	0	100	0	0	0	0	0	0
754066	Viruses	Uroviricota	Caudoviricetes	Kirjokansivirales	Graaviviridae	Seejivirus	Seejivirus salhabitans	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
754070	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Tetraselmis viridis virus S20	0	5	0	0	0	0	0	5	0	0	0	10	0	0	0	0	0	10	0	0	0	100	0	0	0	0	0	100	0	0
754307	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia sp. B1147	0	5	0	5	5	5	5	0	0	5	0	10	0	10	10	10	10	0	0	10	0	100	0	100	100	100	100	0	0	100
755172	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Aedoeadaptatus	Aedoeadaptatus coxii	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100
756280	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Cellulophaga phage phiSM	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0
756982	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia oligospora	0	0	10	10	15	5	0	15	5	10	0	0	20	20	30	10	0	30	10	20	0	0	200	200	300	100	0	300	100	200
758863	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	0	0	0	5	20	0	25	0	0	0	0	0	0	10	40	0	50	0	0	0	0	0	0	100	400	0	500	0	0	0
759701	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyolambdapapillomavirus	Dyolambdapapillomavirus 1	15	10	0	5	15	15	0	10	0	5	30	20	0	10	30	30	0	20	0	10	300	200	0	100	300	300	0	200	0	100
760530	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Herelleviridae	Kayvirus	Kayvirus G15	0	5	0	0	0	0	10	0	0	5	0	10	0	0	0	0	20	0	0	10	0	100	0	0	0	0	200	0	0	100
761204	Eukaryota	Oomycota	unclassified Oomycota class	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora nicotianae	170	175	155	150	195	190	150	200	225	140	340	350	310	300	390	380	300	400	450	280	3400	3500	3100	3000	3900	3800	3000	4000	4500	2800
762982	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Paraprevotella xylaniphila	15	0	10	10	0	0	0	0	0	0	30	0	20	20	0	0	0	0	0	0	300	0	200	200	0	0	0	0	0	0
762983	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinatimonas	Succinatimonas hippei	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
763034	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fluxus	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0
763406	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia membranifaciens	0	0	5	5	0	5	0	5	10	0	0	0	10	10	0	10	0	10	20	0	0	0	100	100	0	100	0	100	200	0
763407	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Phycomycetaceae	Phycomyces	Phycomyces blakesleeanus	205	260	200	235	235	270	245	300	180	320	410	520	400	470	470	540	490	600	360	640	4100	5200	4000	4700	4700	5400	4900	6000	3600	6400
763552	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Pipapillomavirus	Pipapillomavirus 2	15	0	0	0	0	0	0	0	0	10	30	0	0	0	0	0	0	0	0	20	300	0	0	0	0	0	0	0	0	200
763998	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Pbunavirus	Pbunavirus KPP12	0	0	5	0	0	0	0	5	0	5	0	0	10	0	0	0	0	10	0	10	0	0	100	0	0	0	0	100	0	100
764291	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus urinalis	0	0	0	5	0	0	10	10	15	0	0	0	0	10	0	0	20	20	30	0	0	0	0	100	0	0	200	200	300	0
764562	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Brochothrix phage BL3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100
764595	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Herelleviridae	Wphvirus	Wphvirus WPh	0	5	0	0	0	5	5	0	5	0	0	10	0	0	0	10	10	0	10	0	0	100	0	0	0	100	100	0	100	0
765078	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
765116	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	300	0	0	0
76517	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter hominis	60	0	45	30	0	45	80	45	35	65	120	0	90	60	0	90	160	90	70	130	1200	0	900	600	0	900	1600	900	700	1300
